userid,username,firstname,lastname,city,state,email,phone,likesports,liketheatre,likeconcerts,likejazz,likeclassical,likeopera,likerock,likevegas,likebroadway,likemusicals
7212,FKP,George,Graves,DALE,British ,George.L.Graves@dodgit.com,786-522-7751,true,true,true,true,true,true,true,true,true,true
7213,FKP,Andrea,Jenkins,JASPER,British ,Andrea.J.Jenkins@dodgit.com,843-727-5884,false,false,false,false,false,false,false,false,false,false
7214,FKP,Nena,Pleasant,MAYAGUEZ,British ,Nena.M.Pleasant@trashymail.com,269-377-0373,true,true,true,true,true,true,true,true,true,true
7215,FKP,Paul,Penn,BELLEVILLE,British ,Paul.D.Penn@mailinator.com,818-908-4177,false,false,false,false,false,false,false,false,false,false
7216,FKP,Brendan,Minter,ONALASKA,British ,Brendan.B.Minter@spambob.com,850-728-2458,true,true,true,true,true,true,true,true,true,true
7217,FKP,April,Saucier,CLIVE,British ,April.G.Saucier@trashymail.com,906-358-8378,false,false,false,false,false,false,false,false,false,false
7218,FKP,Ernest,Talbott,WEST HOLLYWOOD,British ,Ernest.A.Talbott@spambob.com,808-282-7323,true,true,true,true,true,true,true,true,true,true
7219,FKP,Sarah,Streeter,HOUSTON,British ,Sarah.B.Streeter@pookmail.com,618-673-5536,false,false,false,false,false,false,false,false,false,false
7220,FKP,Nathan,Steigerwald,GORDO,British ,Nathan.H.Steigerwald@trashymail.com,662-302-8386,true,true,true,true,true,true,true,true,true,true
7221,FKP,Matthew,Conley,KEARNEY,British ,Matthew.A.Conley@mailinator.com,706-398-4718,false,false,false,false,false,false,false,false,false,false
7222,FKP,Eugene,Johnson,BROOKFIELD,British ,Eugene.G.Johnson@spambob.com,361-562-2721,true,true,true,true,true,true,true,true,true,true
7223,FKP,Cecelia,Wren,MOMENCE,British ,Cecelia.H.Wren@mailinator.com,910-793-5181,false,false,false,false,false,false,false,false,false,false
7224,FKP,Toby,Hooker,MOUNT PLEASANT,British ,Toby.E.Hooker@spambob.com,425-299-7563,true,true,true,true,true,true,true,true,true,true
7225,FKP,James,Leith,COLUMBUS,British ,James.P.Leith@pookmail.com,916-299-3860,false,false,false,false,false,false,false,false,false,false
7226,FKP,Donna,Jones,TAYLORSVILLE,British ,Donna.J.Jones@dodgit.com,206-830-4686,true,true,true,true,true,true,true,true,true,true
7227,FKP,Marcia,Willis,GRAND RAPIDS,British ,Marcia.D.Willis@dodgit.com,718-703-8206,false,false,false,false,false,false,false,false,false,false
7228,FKP,Edmund,Williams,EL PASO,British ,Edmund.J.Williams@mailinator.com,202-293-2632,true,true,true,true,true,true,true,true,true,true
7229,FKP,William,Parenteau,JERSEY CITY,British ,William.C.Parenteau@pookmail.com,615-660-8032,false,false,false,false,false,false,false,false,false,false
7230,FKP,David,Galvan,BLACKVILLE,British ,David.L.Galvan@trashymail.com,419-998-1989,true,true,true,true,true,true,true,true,true,true
7231,FKP,Randolph,Aman,SIGEL,British ,Randolph.R.Aman@spambob.com,845-216-9837,false,false,false,false,false,false,false,false,false,false
7232,FKP,Boyd,Shurtleff,LIVE OAK,British ,Boyd.A.Shurtleff@spambob.com,336-219-8988,true,true,true,true,true,true,true,true,true,true
7233,FKP,Wendy,Hinojosa,ALBANY,British ,Wendy.F.Hinojosa@mailinator.com,978-798-8964,false,false,false,false,false,false,false,false,false,false
7234,FKP,Tina,Ray,HUNTSVILLE,British ,Tina.T.Ray@trashymail.com,580-239-5537,true,true,true,true,true,true,true,true,true,true
7235,ETB,Janay,Rudolph,EDISON,Ethiopian,Janay.A.Rudolph@trashymail.com,801-944-7623,true,true,true,true,true,true,true,true,true,true
7236,ETB,Michael,Andrews,STEPHENVILLE,Ethiopian,Michael.M.Andrews@spambob.com,253-987-6332,false,false,false,false,false,false,false,false,false,false
7237,ETB,Robert,Dowdell,WALL TOWNSHIP,Ethiopian,Robert.P.Dowdell@trashymail.com,276-782-9092,true,true,true,true,true,true,true,true,true,true
7238,ETB,Aaron,Davis,LITCHVILLE,Ethiopian,Aaron.C.Davis@trashymail.com,360-224-4797,false,false,false,false,false,false,false,false,false,false
7239,ETB,George,Grimm,WESTVILLE,Ethiopian,George.B.Grimm@pookmail.com,817-636-5197,true,true,true,true,true,true,true,true,true,true
7240,ETB,Judy,Hankinson,GERMANTOWN,Ethiopian,Judy.D.Hankinson@trashymail.com,618-734-3239,false,false,false,false,false,false,false,false,false,false
7241,ETB,William,Williams,WILMINGTON,Ethiopian,William.A.Williams@mailinator.com,661-917-8268,true,true,true,true,true,true,true,true,true,true
7242,ETB,Donna,Garrison,OLYPHANT,Ethiopian,Donna.S.Garrison@mailinator.com,414-737-4062,false,false,false,false,false,false,false,false,false,false
7243,ETB,Jacquelyn,Kelly,SOUTHINGTON,Ethiopian,Jacquelyn.J.Kelly@mailinator.com,617-501-9950,true,true,true,true,true,true,true,true,true,true
7244,ETB,Jessie,Hopson,ORONO,Ethiopian,Jessie.L.Hopson@dodgit.com,337-270-6751,false,false,false,false,false,false,false,false,false,false
7245,ETB,Frieda,Phillips,SHELTON,Ethiopian,Frieda.R.Phillips@pookmail.com,760-416-6916,true,true,true,true,true,true,true,true,true,true
7246,ETB,Cleveland,Courts,SAN SEBASTIAN,Ethiopian,Cleveland.T.Courts@spambob.com,510-382-0471,false,false,false,false,false,false,false,false,false,false
7247,ETB,Mary,Curtis,LIMERICK,Ethiopian,Mary.W.Curtis@pookmail.com,662-690-9303,true,true,true,true,true,true,true,true,true,true
7248,ETB,Linda,Norris,MIDDLETOWN,Ethiopian,Linda.J.Norris@mailinator.com,662-467-7939,false,false,false,false,false,false,false,false,false,false
7249,ETB,Horace,Kaufman,BOSTON,Ethiopian,Horace.M.Kaufman@spambob.com,415-370-9780,true,true,true,true,true,true,true,true,true,true
7250,ETB,Arthur,Long,NEWTON HIGHLANDS,Ethiopian,Arthur.Y.Long@trashymail.com,856-383-1693,false,false,false,false,false,false,false,false,false,false
7251,ETB,Sara,Lewis,ASBURY PARK,Ethiopian,Sara.L.Lewis@mailinator.com,740-402-1033,true,true,true,true,true,true,true,true,true,true
7252,ETB,Gary,Manly,CRANSTON,Ethiopian,Gary.M.Manly@dodgit.com,641-230-6247,false,false,false,false,false,false,false,false,false,false
7253,ETB,James,Perkins,NEWARK,Ethiopian,James.D.Perkins@pookmail.com,760-232-1062,true,true,true,true,true,true,true,true,true,true
7254,ETB,Helen,Wright,LEITCHFIELD,Ethiopian,Helen.H.Wright@pookmail.com,606-713-4688,false,false,false,false,false,false,false,false,false,false
7255,ETB,Stanley,Negron,COTTAGEVILLE,Ethiopian,Stanley.E.Negron@dodgit.com,423-268-1442,true,true,true,true,true,true,true,true,true,true
7256,ETB,Adrian,Green,ROCKY HILL,Ethiopian,Adrian.L.Green@spambob.com,505-241-7593,false,false,false,false,false,false,false,false,false,false
7257,ETB,Joel,Phillips,PLEASANT HILL,Ethiopian,Joel.V.Phillips@mailinator.com,501-868-7918,true,true,true,true,true,true,true,true,true,true
7258,ETB,Nadine,Jenkins,ATLANTA,Ethiopian,Nadine.C.Jenkins@pookmail.com,917-218-0907,false,false,false,false,false,false,false,false,false,false
7259,ETB,Jesus,Wehner,HOT SPRINGS VILLAGE,Ethiopian,Jesus.T.Wehner@spambob.com,619-561-2559,true,true,true,true,true,true,true,true,true,true
7260,ETB,Tom,Scott,DANVILLE,Ethiopian,Tom.T.Scott@pookmail.com,606-391-7475,false,false,false,false,false,false,false,false,false,false
7261,ETB,Darren,Parry,BIRMINGHAM,Ethiopian,Darren.J.Parry@dodgit.com,845-617-9524,true,true,true,true,true,true,true,true,true,true
7262,ETB,William,Twitty,CURWENSVILLE,Ethiopian,William.W.Twitty@pookmail.com,920-553-1159,false,false,false,false,false,false,false,false,false,false
7263,ETB,Sabrina,Cook,LAVALLETTE,Ethiopian,Sabrina.D.Cook@pookmail.com,510-987-7920,true,true,true,true,true,true,true,true,true,true
7264,ETB,Sharon,Summers,JACKSONVILLE,Ethiopian,Sharon.H.Summers@spambob.com,864-908-6272,false,false,false,false,false,false,false,false,false,false
7265,ETB,Chasity,Cooper,CHESTER,Ethiopian,Chasity.J.Cooper@dodgit.com,770-497-4937,true,true,true,true,true,true,true,true,true,true
7266,ETB,Harold,Gardner,MAYAGUEZ,Ethiopian,Harold.G.Gardner@trashymail.com,706-285-3969,false,false,false,false,false,false,false,false,false,false
7267,ETB,Jay,Bosley,MOUNT PLEASANT,Ethiopian,Jay.A.Bosley@spambob.com,949-267-3151,true,true,true,true,true,true,true,true,true,true
7268,ETB,Mary,Watters,HOUSTON,Ethiopian,Mary.M.Watters@spambob.com,478-224-8976,false,false,false,false,false,false,false,false,false,false
7269,ETB,Cheryl,Wiggins,DUNDEE,Ethiopian,Cheryl.N.Wiggins@spambob.com,240-835-0017,true,true,true,true,true,true,true,true,true,true
7270,ETB,John,Clark,MCALESTER,Ethiopian,John.E.Clark@mailinator.com,410-722-2907,false,false,false,false,false,false,false,false,false,false
7271,ETB,Katherine,Skinner,HOUSTON,Ethiopian,Katherine.B.Skinner@pookmail.com,803-251-2631,true,true,true,true,true,true,true,true,true,true
7272,ETB,Daniel,Friedman,STATEN ISLAND,Ethiopian,Daniel.S.Friedman@mailinator.com,415-841-9682,false,false,false,false,false,false,false,false,false,false
7273,ETB,Marie,Sammons,GARLAND,Ethiopian,Marie.R.Sammons@dodgit.com,270-351-1340,true,true,true,true,true,true,true,true,true,true
7274,ETB,William,Mckinney,CAROLINA,Ethiopian,William.R.Mckinney@mailinator.com,707-840-5853,false,false,false,false,false,false,false,false,false,false
7275,ETB,Stephen,Feeley,HIALEAH,Ethiopian,Stephen.B.Feeley@spambob.com,408-368-5224,true,true,true,true,true,true,true,true,true,true
7276,ETB,Chad,Castro,OKLAHOMA CITY,Ethiopian,Chad.V.Castro@spambob.com,601-567-2786,false,false,false,false,false,false,false,false,false,false
7277,ETB,Renee,Jones,SPENCER,Ethiopian,Renee.J.Jones@mailinator.com,512-912-7084,true,true,true,true,true,true,true,true,true,true
7278,ETB,Michael,Duvall,MESA,Ethiopian,Michael.K.Duvall@pookmail.com,210-442-5856,false,false,false,false,false,false,false,false,false,false
7279,EUR,David,Wehr,FROSTPROOF,Spanish,David.C.Wehr@pookmail.com,573-416-3942,false,false,false,false,false,false,false,false,false,false
7280,EUR,Carissa,Hadden,JIM THORPE,Spanish,Carissa.S.Hadden@pookmail.com,318-777-7188,true,true,true,true,true,true,true,true,true,true
7281,EUR,Latisha,Cohen,BARCELONETA,Spanish,Latisha.S.Cohen@pookmail.com,508-358-5088,false,false,false,false,false,false,false,false,false,false
7282,EUR,Cesar,Martin,MAYAGUEZ,Spanish,Cesar.K.Martin@dodgit.com,256-832-8541,true,true,true,true,true,true,true,true,true,true
7283,EUR,Jerry,Lamontagne,FENTON,Spanish,Jerry.D.Lamontagne@spambob.com,608-568-3776,false,false,false,false,false,false,false,false,false,false
7284,EUR,Darlene,Baillie,SOUTH PARIS,Spanish,Darlene.J.Baillie@dodgit.com,530-270-6675,true,true,true,true,true,true,true,true,true,true
7285,EUR,Louie,Mcinnis,SYLACAUGA,Spanish,Louie.E.Mcinnis@dodgit.com,336-617-9746,false,false,false,false,false,false,false,false,false,false
7286,EUR,Cecilia,James,WHITING,Spanish,Cecilia.E.James@dodgit.com,307-713-7039,true,true,true,true,true,true,true,true,true,true
7287,EUR,Kimberly,Harvey,LUMBERTON,Spanish,Kimberly.N.Harvey@trashymail.com,225-769-5535,false,false,false,false,false,false,false,false,false,false
7288,EUR,Miles,Weaver,PAW PAW,Spanish,Miles.T.Weaver@mailinator.com,318-687-0546,true,true,true,true,true,true,true,true,true,true
7289,EUR,Debbie,Donoghue,HOLLIS CENTER,Spanish,Debbie.A.Donoghue@trashymail.com,731-337-6743,false,false,false,false,false,false,false,false,false,false
7290,EUR,Johnny,Parker,DRACUT,Spanish,Johnny.K.Parker@trashymail.com,240-323-8891,true,true,true,true,true,true,true,true,true,true
7291,EUR,Leslie,Gott,GURLEY,Spanish,Leslie.E.Gott@mailinator.com,405-607-8394,false,false,false,false,false,false,false,false,false,false
7292,EUR,Raphael,Good,DARIEN,Spanish,Raphael.S.Good@dodgit.com,808-956-5067,true,true,true,true,true,true,true,true,true,true
7293,EUR,Howard,Jones,MARLBOROUGH,Spanish,Howard.M.Jones@mailinator.com,724-815-8602,false,false,false,false,false,false,false,false,false,false
7294,EUR,Heather,Lees,BREWTON,Spanish,Heather.D.Lees@trashymail.com,508-517-5848,true,true,true,true,true,true,true,true,true,true
7295,EUR,Alton,Campbell,LANESBORO,Spanish,Alton.L.Campbell@pookmail.com,610-984-1743,false,false,false,false,false,false,false,false,false,false
7296,EUR,Charles,Perez,CIALES,Spanish,Charles.J.Perez@trashymail.com,623-566-1153,true,true,true,true,true,true,true,true,true,true
7297,EUR,Brooke,Leary,HAMILTON,Spanish,Brooke.G.Leary@pookmail.com,714-270-5464,false,false,false,false,false,false,false,false,false,false
7298,EUR,Tommy,Thornberry,TRENTON,Spanish,Tommy.V.Thornberry@mailinator.com,903-446-2242,true,true,true,true,true,true,true,true,true,true
7299,EUR,Albert,Hamm,GRAND RAPIDS,Spanish,Albert.B.Hamm@pookmail.com,310-642-9550,false,false,false,false,false,false,false,false,false,false
7300,EUR,Rachel,Brown,SYRACUSE,Spanish,Rachel.D.Brown@mailinator.com,478-256-0400,false,false,false,false,false,false,false,false,false,false
7301,EUR,Sharon,Wickline,SCOTTSBORO,Spanish,Sharon.D.Wickline@pookmail.com,215-789-0934,true,true,true,true,true,true,true,true,true,true
7302,EUR,Ronald,Woods,NAGUABO,Spanish,Ronald.L.Woods@dodgit.com,662-443-5385,false,false,false,false,false,false,false,false,false,false
7303,EUR,Ida,Ibarra,PHILADELPHIA,Spanish,Ida.B.Ibarra@spambob.com,440-352-5949,true,true,true,true,true,true,true,true,true,true
7304,EUR,Cecil,Thorton,PASSAIC,Spanish,Cecil.S.Thorton@spambob.com,501-658-3059,false,false,false,false,false,false,false,false,false,false
7305,EUR,Jason,Campbell,BRIGANTINE,Spanish,Jason.M.Campbell@mailinator.com,630-407-3631,true,true,true,true,true,true,true,true,true,true
7306,EUR,Alma,Snow,WABASH,Spanish,Alma.C.Snow@spambob.com,253-830-1552,false,false,false,false,false,false,false,false,false,false
7307,EUR,Laurie,Hedrick,AUSTIN,Spanish,Laurie.K.Hedrick@pookmail.com,312-395-6903,true,true,true,true,true,true,true,true,true,true
7308,EUR,Elizabeth,Mattos,JOLIET,Spanish,Elizabeth.C.Mattos@mailinator.com,505-336-5263,false,false,false,false,false,false,false,false,false,false
7309,EUR,Raul,Jones,MURPHYSBORO,Spanish,Raul.R.Jones@trashymail.com,202-446-4375,true,true,true,true,true,true,true,true,true,true
7310,EUR,Scott,Sims,ALVIN,Spanish,Scott.C.Sims@spambob.com,214-740-3031,false,false,false,false,false,false,false,false,false,false
7311,EUR,Gregory,Light,MARTHAVILLE,Spanish,Gregory.M.Light@dodgit.com,336-631-5063,true,true,true,true,true,true,true,true,true,true
7312,EUR,Glen,Thomas,JOLIET,Spanish,Glen.K.Thomas@mailinator.com,240-295-1752,false,false,false,false,false,false,false,false,false,false
7313,EUR,Patricia,Ross,CAPE CANAVERAL,Spanish,Patricia.B.Ross@trashymail.com,715-203-4239,true,true,true,true,true,true,true,true,true,true
7314,EUR,Julio,Clark,JACKSONVILLE BEACH,Spanish,Julio.P.Clark@dodgit.com,917-731-6309,false,false,false,false,false,false,false,false,false,false
7315,EUR,Jessica,Stansfield,AURORA,Spanish,Jessica.R.Stansfield@dodgit.com,619-420-4437,true,true,true,true,true,true,true,true,true,true
7316,EUR,George,Cook,PELL CITY,Spanish,George.A.Cook@dodgit.com,413-854-7446,false,false,false,false,false,false,false,false,false,false
7317,EUR,Mary,Murphy,MAGNOLIA,Spanish,Mary.J.Murphy@mailinator.com,931-998-9891,true,true,true,true,true,true,true,true,true,true
7318,EUR,Julian,Rochon,FOUNTAIN VLY,Spanish,Julian.V.Rochon@spambob.com,917-291-5335,false,false,false,false,false,false,false,false,false,false
7319,EUR,Emilia,Goodman,MUSKEGON,Spanish,Emilia.J.Goodman@trashymail.com,307-544-5479,true,true,true,true,true,true,true,true,true,true
7320,EUR,Frederick,Crowl,STATESBORO,Spanish,Frederick.G.Crowl@dodgit.com,415-977-2208,false,false,false,false,false,false,false,false,false,false
7321,ERN,Richard,Smart,EDISON,Eritrean,Richard.J.Smart@pookmail.com,781-764-7687,true,true,true,true,true,true,true,true,true,true
7322,ERN,Terry,Bigham,LUTHERVILLE TIMONIUM,Eritrean,Terry.P.Bigham@pookmail.com,610-253-4192,false,false,false,false,false,false,false,false,false,false
7323,ERN,Scott,Travis,ALBANY,Eritrean,Scott.L.Travis@trashymail.com,334-817-9641,true,true,true,true,true,true,true,true,true,true
7324,ERN,Jacqueline,Sweeney,SANDY,Eritrean,Jacqueline.M.Sweeney@dodgit.com,720-406-7192,false,false,false,false,false,false,false,false,false,false
7325,ERN,Vergie,Roman,LINDENHURST,Eritrean,Vergie.J.Roman@spambob.com,562-413-0498,true,true,true,true,true,true,true,true,true,true
7326,ERN,Michael,Rice,DECATUR,Eritrean,Michael.P.Rice@dodgit.com,410-291-4138,false,false,false,false,false,false,false,false,false,false
7327,ERN,Fred,Powers,CINCINNATI,Eritrean,Fred.M.Powers@trashymail.com,413-717-7516,true,true,true,true,true,true,true,true,true,true
7328,ERN,Michael,Keaton,ELLIOTTSBURG,Eritrean,Michael.M.Keaton@dodgit.com,912-443-0988,false,false,false,false,false,false,false,false,false,false
7329,ERN,Alisa,Harris,LAFAYETTE,Eritrean,Alisa.G.Harris@spambob.com,630-985-6220,true,true,true,true,true,true,true,true,true,true
7330,ERN,Clifford,Leone,CAMDEN,Eritrean,Clifford.L.Leone@mailinator.com,301-740-2784,false,false,false,false,false,false,false,false,false,false
7331,ERN,Chasity,Kisner,FAIRFIELD,Eritrean,Chasity.S.Kisner@mailinator.com,315-794-9519,true,true,true,true,true,true,true,true,true,true
7332,ERN,Frances,Games,MAYAGUEZ,Eritrean,Frances.D.Games@dodgit.com,715-386-6480,false,false,false,false,false,false,false,false,false,false
7333,ERN,Louis,Henson,NORTH WATERBORO,Eritrean,Louis.K.Henson@spambob.com,574-360-5385,true,true,true,true,true,true,true,true,true,true
7334,ERN,Clyde,Schaub,DANVERS,Eritrean,Clyde.M.Schaub@mailinator.com,218-354-6129,false,false,false,false,false,false,false,false,false,false
7335,ERN,Joshua,Pierce,PIEDMONT,Eritrean,Joshua.A.Pierce@spambob.com,901-473-4168,true,true,true,true,true,true,true,true,true,true
7336,ERN,Mary,Cuomo,SALISBURY,Eritrean,Mary.G.Cuomo@mailinator.com,620-228-0608,false,false,false,false,false,false,false,false,false,false
7337,ERN,Heather,Broadwater,CANAJOHARIE,Eritrean,Heather.W.Broadwater@dodgit.com,502-538-7376,true,true,true,true,true,true,true,true,true,true
7338,ERN,Jacelyn,Lord,PENNINGTON,Eritrean,Jacelyn.J.Lord@dodgit.com,857-413-3916,false,false,false,false,false,false,false,false,false,false
7339,ERN,Richard,Drury,WATERBORO,Eritrean,Richard.T.Drury@spambob.com,217-286-3590,true,true,true,true,true,true,true,true,true,true
7340,ERN,Violet,Dooley,OGUNQUIT,Eritrean,Violet.M.Dooley@pookmail.com,630-217-6803,false,false,false,false,false,false,false,false,false,false
7341,ERN,Tammy,Grier,LYNN,Eritrean,Tammy.P.Grier@mailinator.com,909-709-8126,true,true,true,true,true,true,true,true,true,true
7342,ERN,Catherine,Thaxton,SHREWSBURY,Eritrean,Catherine.G.Thaxton@trashymail.com,215-379-3107,false,false,false,false,false,false,false,false,false,false
7343,ERN,Meagan,Hubbard,DOVER,Eritrean,Meagan.S.Hubbard@dodgit.com,770-608-3216,true,true,true,true,true,true,true,true,true,true
7344,ERN,James,Prentice,PITI,Eritrean,James.M.Prentice@pookmail.com,256-599-7782,false,false,false,false,false,false,false,false,false,false
7345,ERN,Lawrence,Bostic,WASHINGTON,Eritrean,Lawrence.J.Bostic@mailinator.com,320-491-5974,true,true,true,true,true,true,true,true,true,true
7346,ERN,Elenor,Davis,SPRINGVILLE,Eritrean,Elenor.R.Davis@pookmail.com,601-483-7987,false,false,false,false,false,false,false,false,false,false
7347,ERN,Fred,Robertson,FORT WORTH,Eritrean,Fred.S.Robertson@dodgit.com,502-540-6133,true,true,true,true,true,true,true,true,true,true
7348,ERN,William,Ray,WOLF CREEK,Eritrean,William.A.Ray@trashymail.com,732-517-8901,false,false,false,false,false,false,false,false,false,false
7349,ERN,John,Knight,MATTAPAN,Eritrean,John.I.Knight@dodgit.com,972-640-1001,true,true,true,true,true,true,true,true,true,true
7350,ERN,Guy,Patton,LAKE CITY,Eritrean,Guy.M.Patton@pookmail.com,860-838-6066,false,false,false,false,false,false,false,false,false,false
7351,ERN,Lavina,Bloomfield,ALVIN,Eritrean,Lavina.J.Bloomfield@mailinator.com,712-264-9872,true,true,true,true,true,true,true,true,true,true
7352,ERN,Richard,Blake,VEGA BAJA,Eritrean,Richard.L.Blake@mailinator.com,803-927-5828,false,false,false,false,false,false,false,false,false,false
7353,ERN,Robert,Mueller,FAUCETT,Eritrean,Robert.A.Mueller@pookmail.com,870-231-1261,true,true,true,true,true,true,true,true,true,true
7354,ERN,Pam,West,BALA CYNWYD,Eritrean,Pam.D.West@pookmail.com,623-516-4381,false,false,false,false,false,false,false,false,false,false
7355,ERN,John,Neighbors,MOMENCE,Eritrean,John.K.Neighbors@spambob.com,734-408-5639,true,true,true,true,true,true,true,true,true,true
7356,ERN,Donna,Schoenfeld,ARCHER,Eritrean,Donna.J.Schoenfeld@trashymail.com,765-683-6326,false,false,false,false,false,false,false,false,false,false
7357,ERN,Stacy,Kirkpatrick,HOUSTON,Eritrean,Stacy.C.Kirkpatrick@dodgit.com,917-632-6606,true,true,true,true,true,true,true,true,true,true
7358,ERN,Edward,Fife,INDIAN SPRINGS,Eritrean,Edward.C.Fife@pookmail.com,734-761-8277,false,false,false,false,false,false,false,false,false,false
7359,ERN,Brian,Cline,ALBUQUERQUE,Eritrean,Brian.N.Cline@spambob.com,801-223-6403,true,true,true,true,true,true,true,true,true,true
7360,ERN,Karl,Dunn,ALBUQUERQUE,Eritrean,Karl.M.Dunn@dodgit.com,330-929-2813,false,false,false,false,false,false,false,false,false,false
7361,ERN,William,Simons,PEARL CITY,Eritrean,William.J.Simons@trashymail.com,970-542-6587,true,true,true,true,true,true,true,true,true,true
7362,ERN,Freddie,Hickey,MANNING,Eritrean,Freddie.N.Hickey@trashymail.com,269-509-3374,false,false,false,false,false,false,false,false,false,false
7363,ERN,Russell,Parks,DOLA,Eritrean,Russell.L.Parks@dodgit.com,361-375-6400,true,true,true,true,true,true,true,true,true,true
7364,ERN,Willard,Damore,GARLAND,Eritrean,Willard.T.Damore@mailinator.com,303-475-7009,false,false,false,false,false,false,false,false,false,false
7365,EGP,Paula,Pierce,RINGGOLD,Egyptian,Paula.M.Pierce@spambob.com,262-349-4171,false,false,false,false,false,false,false,false,false,false
7366,EGP,Dan,Gillis,THOMPSON,Egyptian,Dan.C.Gillis@spambob.com,406-243-4662,true,true,true,true,true,true,true,true,true,true
7367,EGP,Kathleen,Dumas,DUGSPUR,Egyptian,Kathleen.T.Dumas@mailinator.com,651-736-4653,false,false,false,false,false,false,false,false,false,false
7368,EGP,Ted,Roush,ARECIBO,Egyptian,Ted.A.Roush@dodgit.com,803-210-8092,true,true,true,true,true,true,true,true,true,true
7369,EGP,Geneva,Foshee,NEWTON,Egyptian,Geneva.J.Foshee@pookmail.com,919-873-4920,false,false,false,false,false,false,false,false,false,false
7370,EGP,Peter,Lee,BROCKTON,Egyptian,Peter.A.Lee@spambob.com,713-905-9016,true,true,true,true,true,true,true,true,true,true
7371,EGP,Douglas,Wickham,GREENWICH,Egyptian,Douglas.E.Wickham@trashymail.com,650-572-5774,false,false,false,false,false,false,false,false,false,false
7372,EGP,Matthew,Hughes,HEWITT,Egyptian,Matthew.L.Hughes@pookmail.com,513-279-3241,true,true,true,true,true,true,true,true,true,true
7373,EGP,Kelly,Fulton,SHARON,Egyptian,Kelly.S.Fulton@dodgit.com,734-401-8030,false,false,false,false,false,false,false,false,false,false
7374,EGP,Mary,Morales,PHILADELPHIA,Egyptian,Mary.T.Morales@dodgit.com,505-716-8492,true,true,true,true,true,true,true,true,true,true
7375,EGP,Andrew,Gilbert,BOSTON,Egyptian,Andrew.H.Gilbert@pookmail.com,214-988-0572,false,false,false,false,false,false,false,false,false,false
7376,EGP,Nancy,Kaplan,EUREKA SPRINGS,Egyptian,Nancy.F.Kaplan@dodgit.com,601-391-0137,true,true,true,true,true,true,true,true,true,true
7377,EGP,Andre,Johnston,PHIPPSBURG,Egyptian,Andre.A.Johnston@spambob.com,479-957-5840,false,false,false,false,false,false,false,false,false,false
7378,EGP,Verna,Erbe,EAST HAVEN,Egyptian,Verna.G.Erbe@dodgit.com,530-430-6638,true,true,true,true,true,true,true,true,true,true
7379,EGP,Kevin,Cassidy,ATTLEBORO,Egyptian,Kevin.D.Cassidy@spambob.com,401-712-3899,false,false,false,false,false,false,false,false,false,false
7380,EGP,Tameka,Ramos,AGAWAM,Egyptian,Tameka.E.Ramos@mailinator.com,518-697-3148,true,true,true,true,true,true,true,true,true,true
7381,EGP,Preston,Rouillard,BECKET,Egyptian,Preston.S.Rouillard@pookmail.com,650-827-9646,false,false,false,false,false,false,false,false,false,false
7382,EGP,Betty,Martin,ASHFORD,Egyptian,Betty.W.Martin@spambob.com,626-823-2626,true,true,true,true,true,true,true,true,true,true
7383,EGP,Tina,Miller,COOKEVILLE,Egyptian,Tina.J.Miller@mailinator.com,716-513-9830,false,false,false,false,false,false,false,false,false,false
7384,EGP,Joel,Yocum,BARNESVILLE,Egyptian,Joel.S.Yocum@pookmail.com,706-245-1183,true,true,true,true,true,true,true,true,true,true
7385,EGP,Grady,Grasser,LANSING,Egyptian,Grady.M.Grasser@dodgit.com,334-735-4376,false,false,false,false,false,false,false,false,false,false
7386,EGP,Charlotte,King,ERIE,Egyptian,Charlotte.R.King@trashymail.com,906-267-0097,true,true,true,true,true,true,true,true,true,true
7387,EGP,Katherine,Nelson,THOMASTON,Egyptian,Katherine.E.Nelson@spambob.com,949-201-0806,false,false,false,false,false,false,false,false,false,false
7388,EGP,Daniel,Lane,ARECIBO,Egyptian,Daniel.J.Lane@pookmail.com,352-688-4973,true,true,true,true,true,true,true,true,true,true
7389,EGP,Tony,Williamson,KIRKLAND,Egyptian,Tony.C.Williamson@pookmail.com,937-325-9696,false,false,false,false,false,false,false,false,false,false
7390,EGP,Delphine,Gallien,PLANO,Egyptian,Delphine.R.Gallien@spambob.com,810-858-3882,true,true,true,true,true,true,true,true,true,true
7391,EGP,John,Mccarthy,DEARBORN,Egyptian,John.R.Mccarthy@pookmail.com,925-470-0468,false,false,false,false,false,false,false,false,false,false
7392,EGP,Michael,Speth,SAN ANTONIO,Egyptian,Michael.A.Speth@mailinator.com,402-350-1066,true,true,true,true,true,true,true,true,true,true
7393,EGP,Eddie,Houle,HOUSTON,Egyptian,Eddie.M.Houle@mailinator.com,518-336-2482,false,false,false,false,false,false,false,false,false,false
7394,EGP,Greg,Collier,STOUT,Egyptian,Greg.J.Collier@pookmail.com,303-383-7388,true,true,true,true,true,true,true,true,true,true
7395,EGP,Steve,Foster,MESA,Egyptian,Steve.M.Foster@mailinator.com,970-622-7675,false,false,false,false,false,false,false,false,false,false
7396,EGP,Joseph,Cork,BAYAMON,Egyptian,Joseph.L.Cork@trashymail.com,580-937-3801,true,true,true,true,true,true,true,true,true,true
7397,EGP,Curtis,Lott,OAKES,Egyptian,Curtis.J.Lott@pookmail.com,440-379-8096,false,false,false,false,false,false,false,false,false,false
